"title","genres","price","year"
"Enemy Territory: Quake Wars","Action","16.95","2008"
"Namco Museum: Virtual Arcade","Action,Racing / Driving","17.95","2008"
"NASCAR 09","Racing / Driving,Sports","19.95","2008"
"Turning Point: Fall of Liberty","Action","7.95","2008"
"Summer Athletics 2009","Sports","19.95","2008"
"Unreal Tournament III","Action","14.95","2008"
"Shaun White Snowboarding","Racing / Driving,Sports","16.95","2008"
"Dark Sector","Action","14.95","2008"
"The Last Remnant","Role-Playing (RPG)","14.95","2008"
"Dragon Ball Z: Burst Limit","Action","19.95","2008"
"NASCAR 09","Racing / Driving,Sports","22.95","2008"
"Turning Point: Fall of Liberty","Action","7.95","2008"
"MX vs. ATV Untamed","Racing / Driving","24.95","2008"
"Crash: Mind over Mutant","Action","24.95","2008"
"The Incredible Hulk","Action","17.95","2008"
"Silent Hill: Homecoming","Action","17.95","2008"
"TNA iMPACT!","Sports","12.95","2008"
"The Incredible Hulk","Action","16.95","2008"
"Kung Fu Panda","Action","19.95","2008"
"Dark Sector","Action","13.95","2008"
"Tales of Symphonia: Dawn of the New World","Role-Playing (RPG)","24.95","2008"
"Valkyrie Profile: Covenant of the Plume","Role-Playing (RPG),Strategy","24.95","2008"
"Spider-Man: Web of Shadows","Action","24.95","2008"
"TV Show King","Strategy","17.95","2008"
"AC/DC Live: Rock Band - Track Pack","Action,Simulation","14.95","2008"
"The Chronicles of Narnia: Prince Caspian","Role-Playing (RPG)","10.95","2008"
"Hot Shots Golf: Open Tee 2","Sports","14.95","2008"
"AC/DC Live: Rock Band - Track Pack","Action,Simulation","14.95","2008"
"Harvest Moon: Magical Melody","Role-Playing (RPG),Simulation","23.95","2008"
"Dynasty Warriors 6","Action,Strategy","24.95","2008"
"Order Up!","Action,Simulation","17.95","2008"
"NBA Ballers: Chosen One","Sports","9.95","2008"
"Age of Empires: Mythologies","Strategy","17.95","2008"
"LocoRoco 2","Action,Strategy","11.95","2008"
"Star Ocean: First Departure","Action,Role-Playing (RPG)","17.95","2008"
"Lost: Via Domus","Action,Adventure","16.95","2008"
"Tetris Party","Strategy","24.95","2008"
"Bully: Scholarship Edition","Action,Adventure","17.95","2008"
"The Spiderwick Chronicles","Action,Adventure","16.95","2008"
"Dynasty Warriors 6","Action,Strategy","24.95","2008"
"Facebreaker","Sports","12.95","2008"
"Ninja Gaiden: Dragon Sword","Action","12.95","2008"
"Condemned 2: Bloodshot","Action,Adventure","14.95","2008"
"Silent Hill: Homecoming","Action","17.95","2008"
"Command & Conquer: Red Alert 3","Strategy","14.95","2008"
"Viking: Battle for Asgard","Action","14.95","2008"
"Beijing 2008","Sports","14.95","2008"
"Don King Presents: Prizefighter","Sports","14.95","2008"
"Bomberman","Action,Strategy","12.95","2008"
"Ferrari Challenge Trofeo Pirelli","Racing / Driving","17.95","2008"
"Command & Conquer 3: Kane's Wrath","Strategy","17.95","2008"
"Lost: Via Domus","Action,Adventure","17.95","2008"
"NHL 2K9 ","Sports","14.95","2008"
"Eternal Sonata","Role-Playing (RPG)","24.95","2008"
"Viva Pi$?ata: Trouble in Paradise","Racing / Driving,Simulation,Strategy","17.95","2008"
"FlatOut: Head On","Racing / Driving,Sports","9.95","2008"
"Viking: Battle for Asgard","Action","16.95","2008"
"Neopets Puzzle Adventure","Role-Playing (RPG),Strategy","14.95","2008"
"TNA iMPACT!","Sports","14.95","2008"
"Tomb Raider: Underworld","Action","17.95","2008"
"The Club","Action","14.95","2008"
"The Chronicles of Narnia: Prince Caspian","Action,Role-Playing (RPG)","14.95","2008"
"Cabela's Dangerous Hunts 2009","Sports","19.95","2008"
"Dark Messiah of Might and Magic: Elements","Action,Role-Playing (RPG)","17.95","2008"
"Fracture","Action","14.95","2008"
"Bomberman Land","Action","19.95","2008"
"Nitrobike","Action,Racing / Driving,Sports","14.95","2008"
"Culdcept Saga","Strategy","17.95","2008"
"Facebreaker","Sports","14.95","2008"
"MLB Power Pros 2008","Sports","22.95","2008"
"Mushroom Men: The Spore Wars","Action","17.95","2008"
"Dragon Quest V: Hand of the Heavenly Bride","Role-Playing (RPG)","29.95","2008"
"Ninjatown","Strategy","19.95","2008"
"Super Dodgeball Brawlers","Action,Sports","19.95","2008"
"Dokapon Kingdom","Role-Playing (RPG),Strategy","17.95","2008"
"Alone in the Dark","Action,Adventure,Racing / Driving","14.95","2008"
"NBA 09: The Inside","Sports","14.95","2008"
"Sega Superstars Tennis","Sports","16.95","2008"
"Baja: Edge of Control","Racing / Driving,Simulation,Sports","16.95","2008"
"Destroy All Humans! Big Willy Unleashed","Adventure","17.95","2008"
"Space Invaders Extreme","Action","16.95","2008"
"Ultimate Band","Action,Simulation","14.95","2008"
"The Club","Action","14.95","2008"
"Madagascar: Escape 2 Africa","Action","24.95","2008"
"NBA Ballers: Chosen One","Sports","14.95","2008"
"Dream Pinball 3D","Simulation","16.95","2008"
"Madagascar: Escape 2 Africa","Action","19.95","2008"
"Pro Evolution Soccer 2008","Sports","17.95","2008"
"Avalon Code","Action,Adventure,Role-Playing (RPG)","27.95","2008"
"Disgaea DS","Role-Playing (RPG),Strategy","24.95","2008"
"Guitar Rock Tour","Simulation","13.95","2008"
"Lost in Blue 3","Role-Playing (RPG)","17.95","2008"
"Syberia","Adventure","23.95","2008"
"Afrika","Adventure,Simulation","47.95","2008"
"NFL Head Coach 09","Simulation,Sports,Strategy","14.95","2008"
"NHL 2K9","Sports","14.95","2008"
"Brothers in Arms: Double Time","Action,Strategy","17.95","2008"
"ObsCure: The Aftermath","Action","16.95","2008"
"MotoGP 08","Racing / Driving,Simulation,Sports","16.95","2008"
"NFL Head Coach 09","Simulation,Sports,Strategy","12.95","2008"
"NFL Tour","Action,Sports","12.95","2008"
"Pinball Hall of Fame: The Williams Collection","Simulation","17.95","2008"
"Baja: Edge of Control","Racing / Driving,Simulation,Sports","17.95","2008"
"NFL Tour","Action,Sports","14.95","2008"
"Wall-E","Action","17.95","2008"
"Ninja Reflex","Action","14.95","2008"
"Conflict: Denied Ops","Action","12.95","2008"
"Top Spin 3","Sports","19.95","2008"
"Blitz: The League II","Action,Sports","14.95","2008"
"Hellboy: The Science of Evil","Action,Adventure","16.95","2008"
"Castlevania Judgment","Action","17.95","2008"
"Death Jr. II: Root of Evil","Action","17.95","2008"
"Raiden IV","Action","32.95","2008"
"Metal Slug 7","Action","17.95","2008"
"Spider-Man: Web of Shadows","Action","15.95","2008"
"Trauma Center: Under The Knife 2","Action,Simulation","19.95","2008"
"Fracture","Action","14.95","2008"
"Alone in the Dark","Action,Adventure,Racing / Driving","14.95","2008"
"Final Fantasy Fables: Chocobo's Dungeon","Action,Role-Playing (RPG)","17.95","2008"
"The King of Fighters Collection: The Orochi Saga","Action","17.95","2008"
"Klonoa: Door to Phantomile","Action","17.95","2008"
"Samurai Warriors: Katana","Action","17.95","2008"
"Battle of the Bands","Action,Simulation","14.95","2008"
"Hellboy: The Science of Evil","Action,Adventure","14.95","2008"
"Dragon Ball: Origins","Action,Adventure","15.95","2008"
"Ninja Reflex","Action","12.95","2008"
"Space Bust-A-Move","Strategy","17.95","2008"
"Top Spin 3","Sports","24.95","2008"
"UEFA Euro 2008","Sports","17.95","2008"
"Blast Works: Build, Trade, Destroy","Action","14.95","2008"
"FIFA Street 3","Sports","14.95","2008"
"Blitz: The League II","Action,Sports","12.95","2008"
"Space Chimps","Action,Adventure","14.95","2008"
"The Spiderwick Chronicles","Action,Adventure","14.95","2008"
"Etrian Odyssey II: Heroes of Lagaard","Role-Playing (RPG)","24.95","2008"
"Line Rider 2: Unbound","Simulation,Sports","8.95","2008"
"The King of Fighters Collection: The Orochi Saga","Action","17.95","2008"
"Target: Terror","Action","17.95","2008"
"Legendary","Action","17.95","2008"
"Universe at War: Earth Assault","Action,Strategy","14.95","2008"
"Smash Court Tennis 3","Simulation,Sports","14.95","2008"
"Code Lyoko: Fall of X.A.N.A","Action,Role-Playing (RPG)","14.95","2008"
"Knights in the Nightmare","Role-Playing (RPG),Strategy","29.95","2008"
"Lock's Quest","Action,Adventure,Strategy","14.95","2008"
"Master of the Monster Lair","Role-Playing (RPG)","14.95","2008"
"N+","Action","14.95","2008"
"Pipe Mania","Strategy","14.95","2008"
"The Spiderwick Chronicles","Role-Playing (RPG)","12.95","2008"
"Summon Night: Twin Age","Role-Playing (RPG)","24.95","2008"
"Wild Arms XF","Role-Playing (RPG)","17.95","2008"
"FIFA Street 3","Sports","17.95","2008"
"MotoGP 08","Racing / Driving,Simulation,Sports","17.95","2008"
"Harvey Birdman: Attorney at Law","Adventure","14.95","2008"
"Let's Tap","Simulation","17.95","2008"
"NHL 2K9","Sports","14.95","2008"
"Conflict: Denied Ops","Action","17.95","2008"
"Worms: A Space Oddity","Action,Strategy","17.95","2008"
"UEFA Euro 2008","Sports","14.95","2008"
"Overlord: Raising Hell","Action,Strategy","17.95","2008"
"Battle Fantasia","Action,Role-Playing (RPG)","22.95","2008"
"Bangai-O Spirits","Action","14.95","2008"
"Dungeon Explorer: Warriors of Ancient Arts","Action,Role-Playing (RPG)","17.95","2008"
"From the Abyss","Action,Role-Playing (RPG)","19.95","2008"
"New International Track & Field","Action,Sports","14.95","2008"
"Soul Bubbles","Strategy","14.95","2008"
"Tropix!","Action","23.95","2008"
"Unsolved Crimes","Action,Adventure,Racing / Driving","17.95","2008"
"Zubo","Adventure,Role-Playing (RPG),Strategy","14.95","2008"
"Ford Racing Off Road","Racing / Driving","12.95","2008"
"Harvey Birdman: Attorney at Law","Adventure","14.95","2008"
"Secret Agent Clank","Action","23.95","2008"
"Space Invaders Extreme","Action","16.95","2008"
"Armored Core: For Answer","Action","29.95","2008"
"Legendary","Action","19.95","2008"
"Agatha Christie: Evil Under the Sun","Adventure","17.95","2008"
"Agatha Christie: And Then There Were None","Adventure","17.95","2008"
"Armored Core: For Answer","Action","24.95","2008"
"Cradle of Rome","Strategy","17.95","2008"
"The Dark Spire","Adventure,Role-Playing (RPG)","24.95","2008"
"Flower, Sun and Rain","Adventure","23.95","2008"
"Insecticide","Action,Adventure","12.95","2008"
"Izuna 2: The Unemployed Ninja Returns","Role-Playing (RPG)","17.95","2008"
"Looney Tunes: Cartoon Conductor","Action","13.95","2008"
"Nanostray 2","Action","12.95","2008"
"Hellboy: The Science of Evil","Action","14.95","2008"
"Pipe Mania","Strategy","12.95","2008"
"UEFA Euro 2008","Sports","19.95","2008"
"Vampire Rain","Action","24.95","2008"
"Baroque","Action,Role-Playing (RPG)","19.95","2008"
"Supreme Commander","Strategy","17.95","2008"
"Hail to the Chimp","Action,Strategy","16.95","2008"
"Assassin's Creed: Altar's Chronicles","Action","11.95","2008"
"The Legend of Kage 2","Action","14.95","2008"
"Rhapsody: A Musical Adventure","Role-Playing (RPG)","12.95","2008"
"Secret Files: Tunguska","Adventure","17.95","2008"
"Fading Shadows","Action,Adventure","17.95","2008"
"Hail to the Chimp","Action,Strategy","15.95","2008"
"Secret Files: Tunguska","Adventure","17.95","2008"
"Chicken Hunter","Action","17.95","2008"
